,id,created_at_dt,last_move_at_dt
13017,CAeN9vxu,2017-07-11 19:29:01.375000064,2017-07-11 19:43:38.552999936
13018,alzVx4wz,2017-07-11 19:11:44.824999936,2017-07-11 19:14:04.372999936
13019,EYLDCm1C,2017-07-11 19:06:33.918999808,2017-07-11 19:10:58.703000064
13020,9oQQUmDI,2017-07-08 16:46:08.232000000,2017-07-08 16:49:58.220999936
13021,0wkPVyCT,2017-07-04 08:45:17.112000000,2017-07-04 08:59:18.872000000
13022,JTfFY9HD,2017-06-28 17:54:26.750999808,2017-06-28 18:03:31.891000064
13023,gpXwz2q8,2017-06-27 20:27:22.180999936,2017-06-27 20:35:09.168000000
13024,ojkMBE49,2017-06-27 20:19:06.724000000,2017-06-27 20:26:32.931000064
13025,yjiIZBwZ,2017-06-27 19:53:15.874000128,2017-06-27 20:01:33.657000192
13026,tkdwlwif,2017-06-26 12:11:17.387000064,2017-06-26 12:16:01.880000000
13027,yTMuu0ht,2017-06-24 12:25:20.972000000,2017-06-24 12:29:44.051000064
13028,50VZrsoo,2017-06-23 10:36:47.332999936,2017-06-23 10:50:41.914000128
13029,16kzH8Nh,2017-06-23 10:29:02.663000064,2017-06-23 10:36:33.842000128
13030,EUngAX22,2017-06-22 19:46:56.594000128,2017-06-22 20:00:09.088999936
13031,3TSCv2iw,2017-06-22 19:30:47.322000128,2017-06-22 19:46:44.857000192
13032,C153PDDv,2017-06-22 13:16:52.608000000,2017-06-22 13:28:27.545000192
13033,8JpCO8GD,2017-06-18 20:02:55.264000000,2017-06-18 20:09:08.313999872
13034,nY4AH6KN,2017-06-18 19:54:37.620000000,2017-06-18 20:00:04.250999808
13035,5hnfjh9g,2017-06-17 19:34:48.083000064,2017-06-17 19:50:45.028999936
13036,mwQ9Y17O,2017-06-17 16:03:32.716000000,2017-06-17 16:05:54.920999936
13037,Bdz86qee,2017-06-17 13:50:47.729000192,2017-06-17 14:01:24.328999936
13038,gpVo6qpL,2017-06-17 12:48:50.412000000,2017-06-17 12:52:14.432000000
13039,Iet7W2vX,2017-06-16 07:53:40.823000064,2017-06-16 07:58:07.763000064
13040,UdnlMphJ,2017-06-15 16:24:18.756000000,2017-06-15 16:29:19.144999936
13041,kBAEKTk7,2017-06-15 16:07:19.861999872,2017-06-15 16:08:50.572000000
13042,j2u1P5hZ,2017-06-14 20:04:33.826999808,2017-06-14 20:12:43.918999808
13043,bBhDqt2v,2017-07-21 17:47:28.464000000,2017-07-21 17:53:27.596000000
13044,75Al6JRF,2017-07-21 17:08:07.684000000,2017-07-21 17:25:05.527000064
13045,GncZO4tJ,2017-07-21 17:01:02.540000000,2017-07-21 17:07:15.819000064
13046,CDFu9uIE,2017-07-21 16:35:13.832999936,2017-07-21 16:46:44.872000000
13047,Utc9Ovaa,2017-07-19 15:07:22.672000000,2017-07-19 15:27:54.111000064
13048,Noj3BaU2,2017-07-19 14:44:40.418999808,2017-07-19 14:58:26.377000192
13049,qFHMsvRf,2017-07-19 14:17:50.878000128,2017-07-19 14:34:03.560000000
13050,kZ30saZD,2017-07-17 14:58:55.066999808,2017-07-17 15:17:31.812999936
13051,WreeGyeO,2017-07-17 14:45:46.246000128,2017-07-17 14:53:25.898000128
13052,J0V2019C,2017-07-16 14:58:08.767000064,2017-07-16 15:08:50.111000064
13053,2eOkFndI,2017-07-16 14:44:01.914000128,2017-07-16 14:57:57.379000064
13054,ZnTrJzuU,2017-07-16 14:30:12.671000064,2017-07-16 14:43:56.480999936
13055,mIkZ9jYq,2017-07-15 23:41:38.252999936,2017-07-16 00:00:10.644000000
13056,HMYXV4dP,2017-07-15 23:08:39.872000000,2017-07-15 23:29:49.134000128
13057,Xou02xK5,2017-07-15 15:07:53.112000000,2017-07-15 15:27:18.171000064
13058,bZCp6RDo,2017-05-26 13:10:45.834000128,2017-05-26 13:21:08.088000000
13059,tKHq4X1Z,2017-05-26 12:27:13.407000064,2017-05-26 12:30:28.430000128
13060,9SdIk1sz,2017-05-25 07:14:01.075000064,2017-05-25 07:16:17.528999936
13061,Gbg3cniP,2017-05-24 09:45:44.219000064,2017-05-24 09:56:53.264000000
13062,zXBtfi7o,2017-05-24 09:39:58.861999872,2017-05-24 09:41:30.345999872
13063,xUu0PL2p,2017-05-23 12:10:36.773999872,2017-05-23 12:11:43.211000064
13064,7HD3qUG1,2017-05-12 09:03:52.183000064,2017-05-12 09:10:17.898000128
13065,C0Z8PE7K,2017-05-11 12:57:20.329999872,2017-05-11 12:58:53.217999872
13066,xQHl4l9W,2017-05-10 12:36:32.506000128,2017-05-10 12:42:20.832999936
13067,tFqHJcCa,2017-03-31 03:12:11.016999936,2017-03-31 03:14:22.426000128
13068,Slao77IX,2017-03-24 04:39:22.568999936,2017-03-24 04:49:35.970000128
13069,4kJcM5Zl,2017-09-02 03:36:36.967000064,2017-09-02 04:05:02.916999936
13070,SfNIalGJ,2017-08-19 16:18:26.325999872,2017-08-19 16:37:09.181999872
13071,E44ftPrV,2017-08-19 16:00:22.931000064,2017-08-19 16:15:50.733999872
13072,kTmaVWf8,2017-08-14 00:52:41.270999808,2017-08-14 01:18:47.391000064
13073,VyHGOOS0,2017-08-13 17:00:52.672000000,2017-08-13 17:47:45.750000128
13074,XLWxPwLq,2017-08-06 13:01:42.594000128,2017-08-06 14:32:41.283000064
13075,vqizpbA7,2017-07-29 14:00:43.012000000,2017-07-29 16:26:57.709000192
13076,nurMpPHP,2017-07-29 03:18:46.220000000,2017-07-29 03:30:21.900000000
13077,v10UNDkm,2017-07-29 02:37:11.035000064,2017-07-29 03:08:16.392999936
13078,hOP4sZmv,2017-07-25 01:06:01.033999872,2017-07-25 01:17:09.318000128
13079,qUlZUxLf,2017-07-22 14:34:53.253999872,2017-07-22 16:59:32.342999808
13080,iK6yI1kI,2017-07-16 13:05:02.304000000,2017-07-16 14:06:26.206000128
13081,UkuivOhg,2017-07-10 23:57:58.674000128,2017-07-11 00:21:10.378000128
13082,NXzXDLUU,2017-07-08 16:00:52.584000000,2017-07-08 17:35:18.192000000
13083,zSuoV0nl,2017-06-19 12:08:28.996000000,2017-06-19 12:09:41.326999808
13084,f8QNir2u,2017-06-19 11:48:06.515000064,2017-06-19 12:08:03.973999872
13085,4UUccNCx,2017-06-19 11:35:43.632000000,2017-06-19 11:47:27.299000064
13086,39UkMPI7,2017-06-19 09:11:54.397000192,2017-06-19 09:20:34.908000000
13087,U4ZeQHim,2017-06-18 12:29:44.272000000,2017-06-18 12:49:28.961999872
13088,h9ypgibO,2017-06-18 12:04:40.798000128,2017-06-18 12:27:39.937999872
13089,VcuQuxyq,2017-06-18 11:42:33.924999936,2017-06-18 12:01:43.536999936
13090,GpvLIgge,2017-06-18 11:25:57.491000064,2017-06-18 11:39:13.801000192
13091,lM77oM4S,2017-04-18 07:03:36.239000064,2017-04-18 07:37:10.954999808
13092,HF5O5UtI,2017-04-18 06:37:45.900999936,2017-04-18 06:58:41.644000000
13093,q4r3EdZI,2017-07-26 12:11:42.535000064,2017-07-26 12:21:51.479000064
13094,MeJ86Rct,2017-07-26 12:09:14.976000000,2017-07-26 12:11:14.880999936
13095,JkHzVMgg,2017-07-26 11:49:25.066999808,2017-07-26 12:07:56.926000128
13096,qqdwmJyX,2017-07-26 11:45:19.665999872,2017-07-26 11:48:36.594000128
13097,JVDhxVQw,2017-05-08 00:41:06.369999872,2017-05-08 00:46:47.986000128
13098,kgU4IzNb,2017-05-06 17:00:08.520000000,2017-05-06 17:11:26.473999872
13099,r4hRCqhV,2017-09-02 23:48:59.709000192,2017-09-02 23:56:09.467000064
13100,ApKW8wIq,2017-08-30 19:20:57.890000128,2017-08-30 19:30:06.573999872
13101,GKWBfKs6,2017-08-30 19:06:07.440999936,2017-08-30 19:20:19.174000128
13102,3biI9mgf,2017-08-11 14:52:21.546000128,2017-08-11 14:53:42.410000128
13103,MquSInPb,2017-08-11 14:51:19.459000064,2017-08-11 14:52:06.118000128
13104,by9VPjru,2017-08-11 14:50:27.440999936,2017-08-11 14:50:56.403000064
13105,w1KE3MSO,2017-06-07 00:00:03.484000000,2017-06-07 00:02:53.029999872
13106,kq72dMXH,2017-07-22 18:03:37.812999936,2017-07-22 18:05:52.024000000
13107,DGDwD2eh,2017-06-18 20:49:19.844999936,2017-06-18 20:50:38.349999872
13108,GSQbcfE9,2017-04-30 18:32:29.588999936,2017-04-30 19:01:32.456000000
13109,lwn61fG7,2017-04-30 18:15:28.283000064,2017-04-30 18:18:54.538000128
13110,l9jWiCUx,2017-04-30 17:14:28.152000000,2017-04-30 17:23:39.275000064
13111,16dPmhLI,2017-04-30 17:04:05.203000064,2017-04-30 17:05:03.709000192
13112,1WhVO45f,2017-04-30 16:37:19.421999872,2017-04-30 16:44:17.227000064
13113,y4HWDPzq,2017-04-30 15:48:28.692000000,2017-04-30 16:23:42.324999936
13114,2ptuu4HY,2017-04-30 15:38:48.905999872,2017-04-30 15:46:29.262000128
13115,cWvuLmE2,2017-04-30 14:52:27.580000000,2017-04-30 15:04:46.220000000
13116,0B2LZcGc,2017-04-30 14:35:16.932000000,2017-04-30 14:49:58.436000000
13117,v7TMDl54,2017-04-30 14:13:08.943000064,2017-04-30 14:31:35.415000064
13118,tO41ZSGt,2017-04-30 13:54:03.066999808,2017-04-30 14:09:18.384999936
13119,6DXXKo8t,2017-04-30 13:46:12.313999872,2017-04-30 13:52:45.262000128
13120,XrOjpIjl,2017-04-30 13:38:56.083000064,2017-04-30 13:45:45.253999872
13121,sqde9dH7,2017-04-30 13:17:39.128000000,2017-04-30 13:37:47.268999936
13122,uLdyzc8H,2017-04-30 12:45:03.313999872,2017-04-30 12:55:23.450000128
13123,CoBzg3qF,2017-04-30 12:25:31.546000128,2017-04-30 12:34:02.135000064
13124,KLOCLOcm,2017-04-30 12:04:31.724999936,2017-04-30 12:25:09.904999936
13125,x730tqYD,2017-04-30 11:54:39.631000064,2017-04-30 12:03:01.836000000
13126,o29giHlA,2017-04-30 11:41:52.940000000,2017-04-30 11:54:13.855000064
13127,83ZP2v8Y,2017-04-30 11:10:42.196000000,2017-04-30 11:41:06.938999808
13128,JJPNSCvY,2017-04-30 11:02:27.365999872,2017-04-30 11:08:38.434000128
13129,fwmyA94X,2017-04-30 10:47:28.622999808,2017-04-30 10:59:29.921999872
13130,x49wcIVb,2017-04-30 10:33:11.908000000,2017-04-30 10:44:09.841000192
13131,lEJdcDlL,2017-07-11 23:28:32.904000000,2017-07-11 23:30:06.824999936
13132,GLrGPhCF,2017-07-11 22:13:04.224999936,2017-07-11 22:25:56.240999936
13133,PAJmjKcx,2017-07-11 22:09:00.114000128,2017-07-11 22:12:53.482000128
13134,MPf189ob,2017-05-31 23:40:27.558000128,2017-05-31 23:51:09.496999936
13135,7Ihgcr3g,2017-05-29 14:25:13.803000064,2017-05-29 14:31:28.227000064
13136,rZrkstdW,2017-05-18 22:54:51.364000000,2017-05-18 23:02:52.420000000
13137,tNP9DNtS,2017-05-17 11:31:01.813999872,2017-05-17 11:42:36.016999936
13138,zYShv8RW,2017-05-16 23:35:57.499000064,2017-05-16 23:40:12.019000064
13139,mlShyrFm,2017-09-02 08:23:10.207000064,2017-09-02 08:35:40.693000192
13140,eomP0DuT,2017-09-02 08:21:25.193000192,2017-09-02 08:22:31.696999936
13141,yKYHm4Op,2017-09-02 08:19:03.260000000,2017-09-02 08:20:33.237999872
13142,QrUv3AsE,2017-09-02 08:11:58.620000000,2017-09-02 08:18:58.020999936
13143,WsBU5Shk,2017-09-02 08:06:56.114000128,2017-09-02 08:11:46.017999872
13144,L73YbAxw,2017-09-02 08:00:03.869999872,2017-09-02 08:03:55.976999936
13145,yZwB2tve,2017-09-02 07:45:33.611000064,2017-09-02 07:54:49.594000128
13146,Ap1IrBGu,2017-09-02 06:19:21.656000000,2017-09-02 06:34:03.769999872
13147,k2v0EYFl,2017-09-02 05:51:43.556999936,2017-09-02 06:06:52.660000000
13148,3IGubBMZ,2017-09-01 11:18:07.288000000,2017-09-01 11:28:54.012000000
13149,a3IM5ZlR,2017-09-01 11:12:59.184999936,2017-09-01 11:17:01.132999936
13150,C78mg5wI,2017-09-01 11:10:14.694000128,2017-09-01 11:11:41.368999936
13151,qAjnQuMs,2017-09-01 11:07:42.009999872,2017-09-01 11:09:42.980999936
13152,rqcPeu3M,2017-09-01 10:31:08.748000000,2017-09-01 10:33:43.415000064
13153,OeIyJzKT,2017-09-01 10:12:50.768000000,2017-09-01 10:29:08.264000000
13154,5JlKibRN,2017-09-01 10:02:06.280000000,2017-09-01 10:11:25.279000064
13155,SUWEHMFw,2017-09-01 09:46:49.496000000,2017-09-01 09:56:08.759000064
13156,doUy4nEv,2017-09-01 08:22:13.612000000,2017-09-01 08:37:35.114000128
13157,EsroTMo9,2017-09-01 08:07:24.392000000,2017-09-01 08:21:47.928000000
13158,QD32OPEC,2017-08-29 08:25:40.403000064,2017-08-29 08:35:50.237999872
13159,6M0gH6Hy,2017-08-29 08:16:36.578000128,2017-08-29 08:25:40.071000064
13160,mQmeRjep,2017-08-29 08:11:15.075000064,2017-08-29 08:15:29.733999872
13161,BTWBBxuj,2017-08-29 08:07:14.926000128,2017-08-29 08:11:13.217999872
13162,zZK6BQrf,2017-08-29 08:05:36.438999808,2017-08-29 08:06:42.069999872
13163,8iCBDNOc,2017-08-29 08:00:02.056000000,2017-08-29 08:05:27.630000128
13164,bHXgtlis,2017-08-29 07:09:07.787000064,2017-08-29 07:24:11.712999936
13165,9SLJdD3l,2017-08-29 07:01:12.726000128,2017-08-29 07:08:55.576999936
13166,jPu5u90q,2017-08-29 06:58:30.876000000,2017-08-29 07:00:24.296000000
13167,G2fnVSUC,2017-08-29 06:46:28.543000064,2017-08-29 06:55:56.496999936
13168,4bLQaDKI,2017-08-29 06:36:00.141999872,2017-08-29 06:44:01.323000064
13169,LlI2vr6r,2017-08-29 06:28:13.772999936,2017-08-29 06:35:39.354000128
13170,cjByhYWB,2017-08-29 06:25:14.648999936,2017-08-29 06:26:17.588000000
13171,KaOnp8yg,2017-09-01 05:50:25.025000192,2017-09-01 06:04:36.578000128
13172,wRQvhLAc,2017-08-30 05:17:51.136000000,2017-08-30 05:21:28.936000000
13173,lPsKPOu1,2017-08-29 04:05:18.405999872,2017-08-29 04:19:47.471000064
13174,UuEjJsyK,2017-08-29 03:28:10.645999872,2017-08-29 03:38:29.268000000
13175,vezLaNpx,2017-08-28 04:44:23.346999808,2017-08-28 05:01:22.716999936
13176,WD3WFS30,2017-09-03 22:51:58.130000128,2017-09-03 23:01:02.824000000
13177,JnUYM35x,2017-09-03 22:46:45.884999936,2017-09-03 22:51:52.895000064
13178,I6kEtNAZ,2017-09-03 22:41:48.360000000,2017-09-03 22:46:20.675000064
13179,eVcW1qkI,2017-09-03 21:06:31.838000128,2017-09-03 21:53:30.928000000
13180,2ZEgVOx8,2017-09-03 20:55:39.602999808,2017-09-03 21:06:22.508000000
13181,FtexAFQz,2017-09-03 20:45:04.374000128,2017-09-03 20:55:34.299000064
13182,MQbS1M0f,2017-09-03 20:37:53.244999936,2017-09-03 20:44:45.464000000
13183,X9eILXGR,2017-09-03 18:56:30.427000064,2017-09-03 19:12:04.733999872
13184,ICT7tCr7,2017-09-03 17:48:23.303000064,2017-09-03 18:45:31.046000128
13185,CxusjvCd,2017-09-03 16:17:52.596999936,2017-09-03 16:44:31.157000192
13186,GjmgnTPq,2017-09-02 23:25:15.812999936,2017-09-02 23:39:22.756999936
13187,qznoPu6X,2017-09-02 23:16:05.352000000,2017-09-02 23:24:13.460000000
13188,Id7LgV9Q,2017-09-02 22:59:22.910000128,2017-09-02 23:07:17.875000064
13189,Nv4Jb7N4,2017-09-02 19:04:28.992999936,2017-09-02 19:22:54.346999808
13190,Yndaa7iV,2017-09-02 15:19:35.731000064,2017-09-02 15:31:26.374000128
13191,SGdKrLx8,2017-07-16 14:18:05.217999872,2017-07-16 14:29:10.724999936
13192,OruvW4bp,2017-06-25 10:53:28.240000000,2017-06-25 12:00:25.933000192
13193,1g0I5LVB,2017-05-20 10:36:12.740000000,2017-05-20 10:45:38.186000128
13194,wUhOCsHB,2017-05-02 18:58:16.948000000,2017-05-02 19:45:26.752999936
13195,gFa90v0f,2017-04-30 19:14:51.137000192,2017-04-30 19:34:01.364999936
13196,tL0LgJHl,2017-04-28 19:36:43.033999872,2017-04-28 20:02:04.045000192
13197,OsURTQ26,2017-04-27 19:02:30.268000000,2017-04-27 19:35:19.916999936
13198,0sfCsTnS,2017-04-20 18:44:28.099000064,2017-04-20 19:32:23.160000000
13199,6l9yfwMx,2017-04-19 18:38:09.739000064,2017-04-19 19:28:27.013999872
13200,4Xgu9aaz,2017-04-18 18:54:06.177999872,2017-04-18 19:27:06.528000000
13201,4XBssZXD,2017-04-17 18:52:45.062000128,2017-04-17 19:17:24.268000000
13202,6Ki1QS6f,2017-04-17 18:41:29.096999936,2017-04-17 18:52:40.336999936
13203,lyDaz43X,2017-04-17 10:30:11.696999936,2017-04-17 10:57:57.175000064
13204,JIwrwZk1,2017-04-17 10:18:05.787000064,2017-04-17 10:26:19.487000064
13205,2I6qvr08,2017-04-16 18:33:02.602999808,2017-04-16 18:58:15.594000128
13206,ESD1eGPI,2017-04-16 11:21:52.309999872,2017-04-16 11:57:20.849999872
13207,LhnB4LMX,2017-04-15 20:01:02.029999872,2017-04-15 20:34:05.480999936
13208,6D3SsrON,2017-04-14 19:52:55.006000128,2017-04-14 20:28:18.994999808
13209,BBfXCvNe,2017-04-14 19:47:25.359000064,2017-04-14 19:52:49.852999936
13210,OmzDQa7S,2017-04-02 18:58:00.944999936,2017-04-02 19:17:07.980000000
13211,b8WW8KMc,2017-04-01 18:16:19.994999808,2017-04-01 18:53:49.736000000
13212,f4vQHYIZ,2017-09-03 21:37:23.088999936,2017-09-03 21:44:01.859000064
13213,wGgYQCzL,2017-09-03 21:23:50.728000000,2017-09-03 21:36:56.236000000
13214,rK8QDVof,2017-09-03 21:06:06.852999936,2017-09-03 21:23:46.227000064
13215,Q2DoUVCL,2017-09-03 20:55:19.464999936,2017-09-03 21:06:01.821000192
13216,5gZtl4bL,2017-09-03 20:33:22.523000064,2017-09-03 20:55:16.151000064
13217,XlQGDrdb,2017-09-03 19:57:34.094000128,2017-09-03 20:33:17.583000064
13218,ohcusYZc,2017-09-03 19:10:05.522000128,2017-09-03 19:12:57.197999872
13219,7qj3UrkU,2017-09-03 18:53:49.180000000,2017-09-03 19:10:01.951000064
13220,chsBNGmJ,2017-09-03 18:43:32.207000064,2017-09-03 18:53:37.561000192
13221,7OHtcn1Z,2017-09-03 18:28:28.627000064,2017-09-03 18:43:22.956000000
13222,15lEpldE,2017-09-03 18:05:02.015000064,2017-09-03 18:28:24.586999808
13223,LMEKfsPt,2017-09-03 17:53:01.637000192,2017-09-03 18:04:54.309999872
13224,8BLeYNSO,2017-09-03 18:01:06.683000064,2017-09-03 18:57:07.885999872
13225,t5TLvGes,2017-08-27 15:00:26.283000064,2017-08-27 15:54:23.684000000
13226,AtgT369E,2017-08-22 07:25:58.211000064,2017-08-22 07:51:49.605999872
13227,6FmfhJxL,2017-08-19 14:03:49.816999936,2017-08-19 15:35:26.604999936
13228,ruixXXJs,2017-09-01 15:06:47.243000064,2017-09-01 15:19:46.513999872
13229,isS6IG39,2017-09-01 14:55:32.657000192,2017-09-01 15:06:33.525000192
13230,fO4nroL9,2017-09-01 13:14:25.790999808,2017-09-01 13:39:25.284000000
13231,8c1sF2CM,2017-05-31 09:07:04.009999872,2017-05-31 09:07:12.895000064
13232,wX3EQAPu,2017-05-17 07:19:42.083000064,2017-05-17 07:20:01.617000192
13233,rVHJzpo8,2017-05-10 09:17:27.278000128,2017-05-10 09:18:27.257999872
13234,LtakuRwC,2017-03-16 10:24:04.904999936,2017-03-16 10:28:36.497999872
13235,yPT5JaJx,2017-02-21 10:40:31.216999936,2017-02-21 10:41:30.398000128
13236,dv89jgip,2017-02-21 09:08:11.749000192,2017-02-21 10:28:51.728000000
13237,uhsgwEWX,2017-02-21 09:05:57.109999872,2017-02-21 09:06:44.396000000
13238,qt1farO7,2017-02-21 09:04:47.032000000,2017-02-21 09:05:28.300000000
13239,3jaOrAPh,2017-02-21 08:57:18.105999872,2017-02-21 08:58:04.952000000
13240,2Oki1TZT,2017-02-21 08:43:13.342000128,2017-02-21 08:44:20.683000064
13241,Ry7WqOgZ,2017-02-20 12:46:18.463000064,2017-02-20 12:50:33.364000000
13242,Z7JqMQzu,2017-02-20 12:41:50.551000064,2017-02-20 12:46:09.267000064
13243,9MpjI8xF,2017-02-20 12:33:26.951000064,2017-02-20 12:41:45.720999936
13244,b5lyUYiv,2017-02-20 08:44:23.997999872,2017-02-20 08:49:39.898999808
13245,kmWD4yQ1,2017-02-20 08:41:21.786000128,2017-02-20 08:43:58.064999936
13246,CFPz3QHX,2017-02-20 08:36:27.639000064,2017-02-20 08:41:09.693000192
13247,Gxywco2J,2017-05-02 13:43:43.842000128,2017-05-02 14:21:05.224999936
13248,Day1CzPI,2017-04-01 20:06:26.249000192,2017-04-01 20:29:31.968000000
13249,1jx2clzD,2017-04-01 19:28:38.436000000,2017-04-01 19:46:37.530999808
13250,XhHdbRd8,2017-04-01 19:11:22.082000128,2017-04-01 19:25:08.896000000
13251,IhBXD4Zz,2017-04-01 18:55:31.634000128,2017-04-01 19:06:51.982000128
13252,sB44qbFF,2017-04-01 18:04:52.488000000,2017-04-01 18:16:49.637000192
13253,4tS7nXwb,2017-04-01 17:38:43.480000000,2017-04-01 18:03:20.052000000
13254,GJU484mN,2017-04-01 12:25:10.400999936,2017-04-01 12:29:01.568000000
13255,kr18QbLR,2017-07-19 22:20:25.319000064,2017-07-19 22:36:33.559000064
13256,A0A0KuQg,2017-05-24 11:08:30.292999936,2017-05-24 11:11:14.262000128
13257,7VLHXcZ0,2017-05-24 10:21:28.345999872,2017-05-24 10:28:39.371000064
13258,KkhmTcSr,2017-05-24 10:16:56.868000000,2017-05-24 10:20:46.045000192
13259,vG8NwlWe,2017-05-23 09:03:10.859000064,2017-05-23 09:06:43.473999872
13260,8jpzMZBw,2017-05-10 17:45:20.954999808,2017-05-10 17:49:26.361999872
13261,SDPDt6r2,2017-05-10 10:04:46.798000128,2017-05-10 10:13:58.560000000
13262,NdQPK9LX,2017-05-10 09:49:10.964000000,2017-05-10 10:01:30.865999872
13263,zP8SQqB8,2017-05-04 09:17:48.904999936,2017-05-04 09:22:29.565999872
13264,GRFgoAT6,2017-04-22 08:08:07.951000064,2017-04-22 08:13:55.914000128
13265,acfjZIi9,2017-04-20 08:51:50.620000000,2017-04-20 08:55:16.371000064
13266,H0RB60vw,2017-02-10 12:19:26.377000192,2017-02-10 12:27:05.510999808
13267,XcT8WL1F,2017-02-08 15:34:11.572000000,2017-02-08 15:35:27.276999936
13268,mr1kSRV2,2017-02-08 15:25:22.849999872,2017-02-08 15:33:58.665999872
13269,7llidxIH,2017-02-08 15:08:51.482000128,2017-02-08 15:09:16.233999872
13270,SeiZHaJr,2017-02-08 15:07:16.230000128,2017-02-08 15:08:15.645999872
13271,q7Gy5nXc,2017-02-08 15:06:28.782000128,2017-02-08 15:06:52.048000000
13272,dMmp24fr,2017-02-08 14:58:51.604999936,2017-02-08 15:05:20.438999808
13273,UYQWYvfo,2017-08-31 18:58:33.240000000,2017-08-31 20:07:31.206000128
13274,GHGiIc06,2017-08-29 12:06:36.881999872,2017-08-29 12:17:03.324000000
13275,KZKSnfy7,2017-08-27 18:57:03.516999936,2017-08-27 20:20:14.071000064
13276,GhA9kdBt,2017-08-20 18:58:39.992999936,2017-08-20 19:47:55.752999936
13277,K6dyJ2Mw,2017-08-18 14:03:47.983000064,2017-08-18 14:41:50.862999808
13278,1MpZCMRs,2017-08-16 16:23:20.138000128,2017-08-16 16:35:13.692000000
13279,oc5Okgjq,2017-09-03 17:08:32.852000000,2017-09-03 17:10:30.875000064
13280,473wOdqi,2017-09-03 17:00:02.976000000,2017-09-03 17:06:56.536999936
13281,Jwm7gBCz,2017-09-03 14:45:33.609999872,2017-09-03 14:47:42.692000000
13282,ox3EjEhP,2017-09-02 17:40:40.052000000,2017-09-02 17:46:25.640000000
13283,RcWTw0K5,2017-09-02 17:34:36.876000000,2017-09-02 17:39:41.033999872
13284,wNWr72u6,2017-07-22 10:22:18.759000064,2017-07-22 10:40:28.157999872
13285,GOjnobZO,2017-07-01 11:00:02.368999936,2017-07-01 11:08:04.219000064
13286,amtvCHl6,2017-06-30 14:32:16.454999808,2017-06-30 14:46:35.376000000
13287,gdsmyV4C,2017-06-30 14:20:23.566999808,2017-06-30 14:28:16.221999872
13288,1ScXYy3r,2017-06-30 14:12:03.739000064,2017-06-30 14:19:51.744000000
13289,dK46E094,2017-06-30 14:07:52.812999936,2017-06-30 14:11:00.716000000
13290,7Bvs8vKk,2017-09-03 15:40:17.459000064,2017-09-03 15:46:15.288000000
13291,N4vflBwr,2017-09-03 15:34:58.437999872,2017-09-03 15:39:32.010999808
13292,BnNOunMa,2017-09-03 15:27:24.138000128,2017-09-03 15:32:36.454999808
13293,Y4LJ74lA,2017-09-03 00:29:55.128999936,2017-09-03 00:43:51.144999936
13294,3QG6DxRg,2017-09-02 23:33:38.903000064,2017-09-02 23:43:56.443000064
13295,CFpJNW7e,2017-09-02 12:05:32.880000000,2017-09-02 12:14:14.891000064
13296,J07srTcU,2017-09-02 11:48:38.023000064,2017-09-02 12:05:23.124999936
13297,YlXZMuXV,2017-09-02 11:37:27.940999936,2017-09-02 11:47:46.061000192
13298,jZSyDeNl,2017-09-01 16:37:11.920999936,2017-09-01 16:56:36.220000000
13299,28SlIrvt,2017-09-01 16:33:17.293999872,2017-09-01 16:37:02.176999936
13300,WF8oMrhP,2017-09-01 16:29:25.828999936,2017-09-01 16:33:14.051000064
13301,PpZDXyI2,2017-08-31 13:26:36.064000000,2017-08-31 13:35:36.964000000
13302,3iZYUraX,2017-08-30 14:04:26.801000192,2017-08-30 14:11:38.428999936
13303,vYh6Kl6A,2017-08-27 16:18:38.913000192,2017-08-27 16:25:40.378000128
13304,WZUrZAm1,2017-08-25 00:53:43.244000000,2017-08-25 01:00:15.341000192
13305,5uaDseel,2017-08-21 13:41:28.249999872,2017-08-21 13:54:55.992000000
13306,9QzIAZmX,2017-08-21 13:23:06.250999808,2017-08-21 13:38:51.183000064
13307,KpDXD1HJ,2017-08-20 15:44:44.536000000,2017-08-20 15:53:34.755000064
13308,9Z1f8nax,2017-08-17 21:38:05.885999872,2017-08-17 21:51:10.420999936
13309,RYEPFTzV,2017-04-05 02:29:14.255000064,2017-04-05 02:41:17.071000064
13310,D33bTcwN,2017-04-04 13:29:10.808000000,2017-04-04 13:31:39.244000000
13311,7aQjoFHt,2017-04-04 13:09:13.360000000,2017-04-04 13:21:37.571000064
13312,J6oQBI88,2017-03-27 13:19:41.973999872,2017-03-27 13:39:00.568000000
13313,e9zUgTez,2017-03-27 06:26:40.469000192,2017-03-27 06:41:46.144000000
13314,pBKSHBHv,2017-03-27 06:21:02.832000000,2017-03-27 06:25:51.701999872
13315,28IaxX3k,2017-03-27 05:05:54.931000064,2017-03-27 05:25:37.994999808
13316,EJTb5mEo,2017-03-26 13:26:23.421999872,2017-03-26 13:51:00.060000000
13317,znlCXjVK,2017-03-26 13:10:25.749000192,2017-03-26 13:23:59.703000064
13318,rrr4pFrh,2017-03-26 12:19:09.328999936,2017-03-26 12:24:38.237999872
13319,I75jRlwh,2017-04-15 20:18:10.489000192,2017-04-15 20:28:47.127000064
13320,2fWFmi2s,2017-04-15 19:33:56.907000064,2017-04-15 19:51:14.663000064
13321,HngDBEKt,2017-04-15 18:38:15.716999936,2017-04-15 18:42:58.790999808
